"State","State Code","Place of Death","Place of Death Code","Year","Year Code","Deaths","Population","Crude Rate"
"Missouri","29","Decedent's home","4","2008","2008",426,"Not Applicable","Not Applicable"
"Missouri","29","Decedent's home","4","2009","2009",438,"Not Applicable","Not Applicable"
"Missouri","29","Decedent's home","4","2010","2010",378,"Not Applicable","Not Applicable"
"Missouri","29","Decedent's home","4","2011","2011",399,"Not Applicable","Not Applicable"
"Missouri","29","Decedent's home","4","2012","2012",412,"Not Applicable","Not Applicable"
"Missouri","29","Decedent's home","4","2013","2013",435,"Not Applicable","Not Applicable"
"Missouri","29","Decedent's home","4","2014","2014",444,"Not Applicable","Not Applicable"
"Missouri","29","Decedent's home","4","2015","2015",473,"Not Applicable","Not Applicable"
"Missouri","29","Decedent's home","4","2016","2016",525,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","1999","1999",138,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2000","2000",172,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2001","2001",209,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2002","2002",145,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2003","2003",169,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2004","2004",160,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2005","2005",181,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2006","2006",199,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2007","2007",166,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2008","2008",169,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2009","2009",167,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2010","2010",253,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2011","2011",281,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2012","2012",269,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2013","2013",266,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2014","2014",282,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2015","2015",370,"Not Applicable","Not Applicable"
"Missouri","29","Other","7","2016","2016",360,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Inpatient","1","1999","1999",12,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Inpatient","1","2002","2002",10,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Inpatient","1","2003","2003",10,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Inpatient","1","2004","2004",10,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Inpatient","1","2008","2008",10,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Outpatient or ER","2","2000","2000",10,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Outpatient or ER","2","2007","2007",11,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Outpatient or ER","2","2008","2008",10,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Outpatient or ER","2","2009","2009",10,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Outpatient or ER","2","2013","2013",11,"Not Applicable","Not Applicable"
"Montana","30","Medical Facility - Outpatient or ER","2","2014","2014",10,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","1999","1999",77,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2000","2000",74,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2001","2001",106,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2002","2002",82,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2003","2003",91,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2004","2004",79,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2005","2005",102,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2006","2006",77,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2007","2007",87,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2008","2008",89,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2009","2009",100,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2010","2010",99,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2011","2011",111,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2012","2012",97,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2013","2013",106,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2014","2014",122,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2015","2015",137,"Not Applicable","Not Applicable"
"Montana","30","Decedent's home","4","2016","2016",118,"Not Applicable","Not Applicable"
"Montana","30","Other","7","1999","1999",27,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2000","2000",37,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2001","2001",35,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2002","2002",27,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2003","2003",36,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2004","2004",30,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2005","2005",38,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2006","2006",34,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2007","2007",30,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2008","2008",41,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2009","2009",49,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2010","2010",43,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2011","2011",43,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2012","2012",56,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2013","2013",42,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2014","2014",30,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2015","2015",48,"Not Applicable","Not Applicable"
"Montana","30","Other","7","2016","2016",52,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","1999","1999",14,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2000","2000",11,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2001","2001",10,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2002","2002",19,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2003","2003",13,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2006","2006",13,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2010","2010",10,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2012","2012",17,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2013","2013",15,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2014","2014",12,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2015","2015",15,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Inpatient","1","2016","2016",14,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","1999","1999",16,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2000","2000",14,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2001","2001",12,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2002","2002",13,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2003","2003",17,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2004","2004",15,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2005","2005",17,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2006","2006",21,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2007","2007",14,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2008","2008",25,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2009","2009",17,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2010","2010",24,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2011","2011",28,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2012","2012",24,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2013","2013",23,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2014","2014",21,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2015","2015",23,"Not Applicable","Not Applicable"
"Nebraska","31","Medical Facility - Outpatient or ER","2","2016","2016",22,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","1999","1999",61,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2000","2000",85,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2001","2001",73,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2002","2002",66,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2003","2003",71,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2004","2004",67,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2005","2005",73,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2006","2006",73,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2007","2007",68,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2008","2008",68,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2009","2009",73,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2010","2010",76,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2011","2011",85,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2012","2012",74,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2013","2013",75,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2014","2014",94,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2015","2015",74,"Not Applicable","Not Applicable"
"Nebraska","31","Decedent's home","4","2016","2016",78,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","1999","1999",47,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2000","2000",48,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2001","2001",36,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2002","2002",38,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2003","2003",26,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2004","2004",27,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2005","2005",29,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2006","2006",30,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2007","2007",47,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2008","2008",47,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2009","2009",30,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2010","2010",39,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2011","2011",36,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2012","2012",51,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2013","2013",53,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2014","2014",50,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2015","2015",54,"Not Applicable","Not Applicable"
"Nebraska","31","Other","7","2016","2016",49,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","1999","1999",22,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2000","2000",12,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2001","2001",15,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2002","2002",14,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2003","2003",15,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2004","2004",17,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2005","2005",21,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2006","2006",18,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2007","2007",20,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2008","2008",17,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2009","2009",16,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2010","2010",24,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2011","2011",111,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2012","2012",12,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2013","2013",15,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2014","2014",21,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2015","2015",26,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Inpatient","1","2016","2016",38,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","1999","1999",42,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2000","2000",48,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2001","2001",48,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2002","2002",53,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2003","2003",48,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2004","2004",42,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2005","2005",56,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2006","2006",61,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2007","2007",58,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2008","2008",58,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2009","2009",57,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2010","2010",58,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2011","2011",61,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2012","2012",53,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2013","2013",46,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2014","2014",66,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2015","2015",67,"Not Applicable","Not Applicable"
"Nevada","32","Medical Facility - Outpatient or ER","2","2016","2016",86,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","1999","1999",183,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2000","2000",168,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2001","2001",164,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2002","2002",194,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2003","2003",190,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2004","2004",201,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2005","2005",184,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2006","2006",176,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2007","2007",191,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2008","2008",214,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2009","2009",226,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2010","2010",210,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2011","2011",168,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2012","2012",204,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2013","2013",251,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2014","2014",229,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2015","2015",234,"Not Applicable","Not Applicable"
"Nevada","32","Decedent's home","4","2016","2016",231,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","1999","1999",113,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2000","2000",106,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2001","2001",103,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2002","2002",98,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2003","2003",111,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2004","2004",118,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2005","2005",121,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2006","2006",132,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2007","2007",131,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2008","2008",96,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2009","2009",91,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2010","2010",81,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2011","2011",10,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2012","2012",77,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2013","2013",62,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2014","2014",94,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2015","2015",99,"Not Applicable","Not Applicable"
"Nevada","32","Other","7","2016","2016",123,"Not Applicable","Not Applicable"
"New Hampshire","33","Medical Facility - Outpatient or ER","2","2007","2007",10,"Not Applicable","Not Applicable"
"New Hampshire","33","Medical Facility - Outpatient or ER","2","2008","2008",10,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","1999","1999",38,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2000","2000",49,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2001","2001",50,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2002","2002",45,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2003","2003",59,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2004","2004",38,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2005","2005",55,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2006","2006",49,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2007","2007",54,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2008","2008",58,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2009","2009",55,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2010","2010",71,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2011","2011",52,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2012","2012",66,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2013","2013",55,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2014","2014",62,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2015","2015",74,"Not Applicable","Not Applicable"
"New Hampshire","33","Decedent's home","4","2016","2016",82,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","1999","1999",19,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2000","2000",16,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2001","2001",25,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2002","2002",20,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2003","2003",18,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2004","2004",16,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2005","2005",21,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2006","2006",21,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2007","2007",12,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2008","2008",21,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2009","2009",21,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2010","2010",27,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2011","2011",25,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2012","2012",32,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2013","2013",25,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2014","2014",43,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2015","2015",34,"Not Applicable","Not Applicable"
"New Hampshire","33","Other","7","2016","2016",38,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","1999","1999",40,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2000","2000",58,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2001","2001",41,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2002","2002",37,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2003","2003",51,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2004","2004",46,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2005","2005",39,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2006","2006",59,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2007","2007",54,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2008","2008",54,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2009","2009",40,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2010","2010",54,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2011","2011",64,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2012","2012",58,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2013","2013",65,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2014","2014",61,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2015","2015",56,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Inpatient","1","2016","2016",47,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","1999","1999",68,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2000","2000",57,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2001","2001",83,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2002","2002",59,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2003","2003",86,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2004","2004",94,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2005","2005",109,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2006","2006",96,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2007","2007",97,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2008","2008",92,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2009","2009",97,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2010","2010",102,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2011","2011",131,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2012","2012",99,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2013","2013",127,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2014","2014",99,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2015","2015",134,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Outpatient or ER","2","2016","2016",135,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","1999","1999",46,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2000","2000",37,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2001","2001",39,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2002","2002",36,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2003","2003",42,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2004","2004",32,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2005","2005",42,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2006","2006",41,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2007","2007",38,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2008","2008",34,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2009","2009",26,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2010","2010",29,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2011","2011",32,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2012","2012",40,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2013","2013",30,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2014","2014",25,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2015","2015",15,"Not Applicable","Not Applicable"
"New Jersey","34","Medical Facility - Dead on Arrival","3","2016","2016",26,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","1999","1999",121,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2000","2000",103,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2001","2001",114,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2002","2002",142,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2003","2003",135,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2004","2004",133,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2005","2005",101,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2006","2006",136,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2007","2007",116,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2008","2008",139,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2009","2009",112,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2010","2010",128,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2011","2011",133,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2012","2012",116,"Not Applicable","Not Applicable"
"New Jersey","34","Decedent's home","4","2013","2013",118,"Not Applicable","Not Applicable"
