"Census Region","Census Region Code","State","State Code","ICD-10 113 Cause List","ICD-10 113 Cause List Code","Year","Year Code","Deaths","Population","Crude Rate"
"Census Region 3: South","CENS-R3","Kentucky","21","Other heart diseases (I26-I51)","GR113-064","2012","2012",13,1132106,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","Other heart diseases (I26-I51)","GR113-064","2013","2013",14,1127273,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","Other heart diseases (I26-I51)","GR113-064","2014","2014",16,1126058,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","Other heart diseases (I26-I51)","GR113-064","2015","2015",10,1124230,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","Other heart diseases (I26-I51)","GR113-064","2016","2016",13,1124893,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","1999","1999",19,1116377,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2000","2000",16,1113644,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2001","2001",12,1109841,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2002","2002",15,1109644,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2003","2003",16,1112867,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2004","2004",16,1113460,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2005","2005",15,1119269,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2006","2006",13,1126137,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2007","2007",10,1133012,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2008","2008",15,1142982,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2009","2009",13,1144346,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2010","2010",14,1146204,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2011","2011",14,1138702,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2012","2012",12,1132106,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2013","2013",11,1127273,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2014","2014",13,1126058,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068","2016","2016",10,1124893,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","#Cerebrovascular diseases (I60-I69)","GR113-070","2011","2011",10,1138702,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","#Influenza and pneumonia (J09-J18)","GR113-076","1999","1999",14,1116377,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","#Influenza and pneumonia (J09-J18)","GR113-076","2002","2002",10,1109644,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","#Influenza and pneumonia (J09-J18)","GR113-076","2009","2009",11,1144346,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","#Influenza and pneumonia (J09-J18)","GR113-076","2016","2016",11,1124893,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","Pneumonia (J12-J18)","GR113-078","1999","1999",12,1116377,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)","GR113-089","2007","2007",11,1133012,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)","GR113-089","2013","2013",10,1127273,"Unreliable"
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","1999","1999",172,1116377,15.4
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2000","2000",183,1113644,16.4
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2001","2001",135,1109841,12.2
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2002","2002",158,1109644,14.2
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2003","2003",171,1112867,15.4
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2004","2004",150,1113460,13.5
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2005","2005",161,1119269,14.4
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2006","2006",188,1126137,16.7
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2007","2007",149,1133012,13.2
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2008","2008",169,1142982,14.8
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2009","2009",150,1144346,13.1
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2010","2010",132,1146204,11.5
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2011","2011",150,1138702,13.2
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2012","2012",193,1132106,17
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2013","2013",132,1127273,11.7
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2014","2014",159,1126058,14.1
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2015","2015",162,1124230,14.4
"Census Region 3: South","CENS-R3","Kentucky","21","#Certain conditions originating in the perinatal period (P00-P96)","GR113-108","2016","2016",149,1124893,13.2
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","1999","1999",120,1116377,10.7
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2000","2000",108,1113644,9.7
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2001","2001",87,1109841,7.8
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2002","2002",94,1109644,8.5
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2003","2003",94,1112867,8.4
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2004","2004",93,1113460,8.4
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2005","2005",73,1119269,6.5
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2006","2006",95,1126137,8.4
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2007","2007",120,1133012,10.6
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2008","2008",93,1142982,8.1
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2009","2009",97,1144346,8.5
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2010","2010",87,1146204,7.6
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2011","2011",95,1138702,8.3
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2012","2012",109,1132106,9.6
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2013","2013",99,1127273,8.8
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2014","2014",104,1126058,9.2
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2015","2015",89,1124230,7.9
"Census Region 3: South","CENS-R3","Kentucky","21","#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109","2016","2016",102,1124893,9.1
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","1999","1999",71,1116377,6.4
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2000","2000",65,1113644,5.8
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2001","2001",67,1109841,6
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2002","2002",80,1109644,7.2
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2003","2003",73,1112867,6.6
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2004","2004",79,1113460,7.1
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2005","2005",89,1119269,8
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2006","2006",95,1126137,8.4
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2007","2007",85,1133012,7.5
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2008","2008",87,1142982,7.6
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2009","2009",85,1144346,7.4
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2010","2010",90,1146204,7.9
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2011","2011",74,1138702,6.5
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2012","2012",65,1132106,5.7
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2013","2013",79,1127273,7
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2014","2014",88,1126058,7.8
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2015","2015",83,1124230,7.4
"Census Region 3: South","CENS-R3","Kentucky","21","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110","2016","2016",90,1124893,8
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","1999","1999",58,1116377,5.2
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2000","2000",39,1113644,3.5
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2001","2001",53,1109841,4.8
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2002","2002",68,1109644,6.1
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2003","2003",53,1112867,4.8
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2004","2004",58,1113460,5.2
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2005","2005",56,1119269,5
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2006","2006",46,1126137,4.1
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2007","2007",45,1133012,4
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2008","2008",57,1142982,5
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2009","2009",61,1144346,5.3
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2010","2010",54,1146204,4.7
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2011","2011",42,1138702,3.7
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2012","2012",30,1132106,2.6
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2013","2013",28,1127273,2.5
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2014","2014",57,1126058,5.1
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2015","2015",44,1124230,3.9
"Census Region 3: South","CENS-R3","Kentucky","21","All other diseases (Residual) ","GR113-111","2016","2016",36,1124893,3.2
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","1999","1999",233,1116377,20.9
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2000","2000",267,1113644,24
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2001","2001",246,1109841,22.2
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2002","2002",242,1109644,21.8
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2003","2003",237,1112867,21.3
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2004","2004",282,1113460,25.3
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2005","2005",256,1119269,22.9
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2006","2006",225,1126137,20
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2007","2007",206,1133012,18.2
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2008","2008",184,1142982,16.1
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2009","2009",190,1144346,16.6
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2010","2010",203,1146204,17.7
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2011","2011",152,1138702,13.3
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2012","2012",183,1132106,16.2
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2013","2013",120,1127273,10.6
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2014","2014",140,1126058,12.4
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2015","2015",167,1124230,14.9
"Census Region 3: South","CENS-R3","Kentucky","21","#Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112","2016","2016",164,1124893,14.6
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","1999","1999",155,1116377,13.9
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2000","2000",181,1113644,16.3
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2001","2001",153,1109841,13.8
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2002","2002",156,1109644,14.1
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2003","2003",147,1112867,13.2
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2004","2004",183,1113460,16.4
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2005","2005",154,1119269,13.8
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2006","2006",137,1126137,12.2
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2007","2007",126,1133012,11.1
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2008","2008",111,1142982,9.7
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2009","2009",109,1144346,9.5
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2010","2010",107,1146204,9.3
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2011","2011",71,1138702,6.2
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2012","2012",99,1132106,8.7
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2013","2013",63,1127273,5.6
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2014","2014",80,1126058,7.1
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2015","2015",97,1124230,8.6
"Census Region 3: South","CENS-R3","Kentucky","21","Transport accidents (V01-V99,Y85)","GR113-113","2016","2016",91,1124893,8.1
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","1999","1999",146,1116377,13.1
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2000","2000",175,1113644,15.7
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2001","2001",149,1109841,13.4
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2002","2002",151,1109644,13.6
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2003","2003",139,1112867,12.5
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2004","2004",176,1113460,15.8
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2005","2005",149,1119269,13.3
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2006","2006",135,1126137,12
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2007","2007",122,1133012,10.8
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2008","2008",106,1142982,9.3
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2009","2009",106,1144346,9.3
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2010","2010",102,1146204,8.9
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2011","2011",69,1138702,6.1
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2012","2012",96,1132106,8.5
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2013","2013",60,1127273,5.3
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2014","2014",74,1126058,6.6
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2015","2015",91,1124230,8.1
"Census Region 3: South","CENS-R3","Kentucky","21","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114","2016","2016",87,1124893,7.7
"Census Region 3: South","CENS-R3","Kentucky","21","Nontransport accidents (W00-X59,Y86)","GR113-117","1999","1999",78,1116377,7
"Census Region 3: South","CENS-R3","Kentucky","21","Nontransport accidents (W00-X59,Y86)","GR113-117","2000","2000",86,1113644,7.7
"Census Region 3: South","CENS-R3","Kentucky","21","Nontransport accidents (W00-X59,Y86)","GR113-117","2001","2001",93,1109841,8.4
"Census Region 3: South","CENS-R3","Kentucky","21","Nontransport accidents (W00-X59,Y86)","GR113-117","2002","2002",86,1109644,7.8
"Census Region 3: South","CENS-R3","Kentucky","21","Nontransport accidents (W00-X59,Y86)","GR113-117","2003","2003",90,1112867,8.1
"Census Region 3: South","CENS-R3","Kentucky","21","Nontransport accidents (W00-X59,Y86)","GR113-117","2004","2004",99,1113460,8.9
"Census Region 3: South","CENS-R3","Kentucky","21","Nontransport accidents (W00-X59,Y86)","GR113-117","2005","2005",102,1119269,9.1
"Census Region 3: South","CENS-R3","Kentucky","21","Nontransport accidents (W00-X59,Y86)","GR113-117","2006","2006",88,1126137,7.8
"Census Region 3: South","CENS-R3","Kentucky","21","Nontransport accidents (W00-X59,Y86)","GR113-117","2007","2007",80,1133012,7.1
