"Year","Year Code","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Gender","Ethnicity","ICD Sub-Chapter","ICD Sub-Chapter Code","Race","Race Code","Deaths","Population","Crude Rate"
"2008","2008","Montana","30","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,61168,"Unreliable"
"2008","2008","Montana","30","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",26,52581,49.4
"2008","2008","Montana","30","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,52772,"Unreliable"
"2008","2008","Montana","30","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,69836,"Unreliable"
"2008","2008","Montana","30","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,61798,"Unreliable"
"2008","2008","Nebraska","31","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,107018,"Unreliable"
"2008","2008","Nebraska","31","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",13,8171,"Unreliable"
"2008","2008","Nebraska","31","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,93774,"Unreliable"
"2008","2008","Nebraska","31","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",11,6403,"Unreliable"
"2008","2008","Nebraska","31","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,93431,"Unreliable"
"2008","2008","Nebraska","31","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",25,115565,21.6
"2008","2008","Nebraska","31","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,90565,"Unreliable"
"2008","2008","Nebraska","31","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,51748,"Unreliable"
"2008","2008","Nevada","32","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",19,87133,"Unreliable"
"2008","2008","Nevada","32","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,99944,21
"2008","2008","Nevada","32","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",11,16127,"Unreliable"
"2008","2008","Nevada","32","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",33,111723,29.5
"2008","2008","Nevada","32","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",48,123705,38.8
"2008","2008","Nevada","32","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",45,110224,40.8
"2008","2008","Nevada","32","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",28,70041,40
"2008","2008","Nevada","32","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",25,34965,71.5
"2008","2008","New Hampshire","33","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,88238,"Unreliable"
"2008","2008","New Hampshire","33","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",18,106214,"Unreliable"
"2008","2008","New Hampshire","33","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,42513,"Unreliable"
"2008","2008","New Jersey","34","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",74,93164,79.4
"2008","2008","New Jersey","34","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,275063,"Unreliable"
"2008","2008","New Jersey","34","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",67,72737,92.1
"2008","2008","New Jersey","34","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,369676,"Unreliable"
"2008","2008","New Jersey","34","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",12,82365,"Unreliable"
"2008","2008","New Jersey","34","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",37,446387,8.3
"2008","2008","New Jersey","34","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,340421,7.1
"2008","2008","New Jersey","34","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",18,197348,"Unreliable"
"2008","2008","New Jersey","34","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",20,133365,15
"2008","2008","New Mexico","35","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,48484,"Unreliable"
"2008","2008","New Mexico","35","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,46351,"Unreliable"
"2008","2008","New Mexico","35","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,50073,"Unreliable"
"2008","2008","New Mexico","35","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,69991,34.3
"2008","2008","New Mexico","35","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,67898,"Unreliable"
"2008","2008","New Mexico","35","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",17,41844,"Unreliable"
"2008","2008","New Mexico","35","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,23696,"Unreliable"
"2008","2008","New York","36","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",25,755353,3.3
"2008","2008","New York","36","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",124,238428,52
"2008","2008","New York","36","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,755353,"Unreliable"
"2008","2008","New York","36","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",37,682591,5.4
"2008","2008","New York","36","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",116,182696,63.5
"2008","2008","New York","36","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,682591,"Unreliable"
"2008","2008","New York","36","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",54,782938,6.9
"2008","2008","New York","36","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",48,189542,25.3
"2008","2008","New York","36","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",16,782938,"Unreliable"
"2008","2008","New York","36","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",65,898050,7.2
"2008","2008","New York","36","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",17,189028,"Unreliable"
"2008","2008","New York","36","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",62,721377,8.6
"2008","2008","New York","36","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",51,421369,12.1
"2008","2008","New York","36","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",34,280205,12.1
"2008","2008","New York","36","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,96309,"Unreliable"
"2008","2008","North Carolina","37","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",12,167276,"Unreliable"
"2008","2008","North Carolina","37","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",45,400889,11.2
"2008","2008","North Carolina","37","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",83,167276,49.6
"2008","2008","North Carolina","37","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",23,400889,5.7
"2008","2008","North Carolina","37","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",14,120738,"Unreliable"
"2008","2008","North Carolina","37","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",58,365568,15.9
"2008","2008","North Carolina","37","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",71,120738,58.8
"2008","2008","North Carolina","37","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",27,365568,7.4
"2008","2008","North Carolina","37","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",78,447045,17.4
"2008","2008","North Carolina","37","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",20,132373,15.1
"2008","2008","North Carolina","37","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",22,447045,4.9
"2008","2008","North Carolina","37","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",97,469115,20.7
"2008","2008","North Carolina","37","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",20,131971,15.2
"2008","2008","North Carolina","37","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",17,469115,"Unreliable"
"2008","2008","North Carolina","37","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",85,393124,21.6
"2008","2008","North Carolina","37","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",52,243452,21.4
"2008","2008","North Carolina","37","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",53,129687,40.9
"2008","2008","North Carolina","37","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,33902,"Unreliable"
"2008","2008","North Dakota","38","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,36878,"Unreliable"
"2008","2008","Ohio","39","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",14,122568,"Unreliable"
"2008","2008","Ohio","39","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",53,638812,8.3
"2008","2008","Ohio","39","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",112,122568,91.4
"2008","2008","Ohio","39","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",16,638812,"Unreliable"
"2008","2008","Ohio","39","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",12,87178,"Unreliable"
"2008","2008","Ohio","39","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",78,562296,13.9
"2008","2008","Ohio","39","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",80,87178,91.8
"2008","2008","Ohio","39","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",24,562296,4.3
"2008","2008","Ohio","39","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",95,637422,14.9
"2008","2008","Ohio","39","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",40,89362,44.8
"2008","2008","Ohio","39","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",18,637422,"Unreliable"
"2008","2008","Ohio","39","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",110,738093,14.9
"2008","2008","Ohio","39","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",11,92199,"Unreliable"
"2008","2008","Ohio","39","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,738093,"Unreliable"
"2008","2008","Ohio","39","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",92,578328,15.9
"2008","2008","Ohio","39","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",66,334694,19.7
"2008","2008","Ohio","39","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",44,202444,21.7
"2008","2008","Ohio","39","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,62114,"Unreliable"
"2008","2008","Oklahoma","40","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",23,179057,12.8
"2008","2008","Oklahoma","40","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",20,27546,72.6
"2008","2008","Oklahoma","40","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",41,166002,24.7
"2008","2008","Oklahoma","40","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",16,20798,"Unreliable"
"2008","2008","Oklahoma","40","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,166002,"Unreliable"
"2008","2008","Oklahoma","40","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",30,167815,17.9
"2008","2008","Oklahoma","40","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,167815,"Unreliable"
"2008","2008","Oklahoma","40","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",56,202340,27.7
"2008","2008","Oklahoma","40","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",44,167179,26.3
"2008","2008","Oklahoma","40","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",30,107605,27.9
"2008","2008","Oklahoma","40","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",28,61043,45.9
"2008","2008","Oregon","41","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,195523,12.3
"2008","2008","Oregon","41","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",27,193076,14
"2008","2008","Oregon","41","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",33,200424,16.5
"2008","2008","Oregon","41","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",60,232989,25.8
"2008","2008","Oregon","41","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",54,212201,25.4
"2008","2008","Oregon","41","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",30,118531,25.3
"2008","2008","Oregon","41","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",22,67812,32.4
"2008","2008","Oregon","41","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,24104,"Unreliable"
"2008","2008","Pennsylvania","42","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",56,680410,8.2
"2008","2008","Pennsylvania","42","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",161,121813,132.2
"2008","2008","Pennsylvania","42","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",75,565025,13.3
"2008","2008","Pennsylvania","42","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",127,85175,149.1
"2008","2008","Pennsylvania","42","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,565025,"Unreliable"
"2008","2008","Pennsylvania","42","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",102,676102,15.1
"2008","2008","Pennsylvania","42","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",45,88143,51.1
"2008","2008","Pennsylvania","42","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",16,676102,"Unreliable"
"2008","2008","Pennsylvania","42","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",163,811979,20.1
"2008","2008","Pennsylvania","42","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",14,86836,"Unreliable"
"2008","2008","Pennsylvania","42","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",15,811979,"Unreliable"
"2008","2008","Pennsylvania","42","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",111,647243,17.1
"2008","2008","Pennsylvania","42","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",77,386590,19.9
"2008","2008","Pennsylvania","42","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",54,259322,20.8
"2008","2008","Pennsylvania","42","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",23,83668,27.5
"2008","2008","South Carolina","45","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",10,108729,"Unreliable"
"2008","2008","South Carolina","45","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",32,195066,16.4
"2008","2008","South Carolina","45","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",53,108729,48.7
"2008","2008","South Carolina","45","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,174353,12
"2008","2008","South Carolina","45","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",55,78603,70
"2008","2008","South Carolina","45","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,174353,"Unreliable"
"2008","2008","South Carolina","45","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",28,200751,13.9
"2008","2008","South Carolina","45","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",19,77998,"Unreliable"
"2008","2008","South Carolina","45","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,200751,"Unreliable"
"2008","2008","South Carolina","45","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",51,216470,23.6
"2008","2008","South Carolina","45","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,216470,"Unreliable"
"2008","2008","South Carolina","45","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",58,193515,30
"2008","2008","South Carolina","45","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",41,125580,32.6
"2008","2008","South Carolina","45","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",22,62171,35.4
"2008","2008","South Dakota","46","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,49001,"Unreliable"
"2008","2008","South Dakota","46","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,53472,"Unreliable"
"2008","2008","Tennessee","47","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",31,305781,10.1
"2008","2008","Tennessee","47","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",67,89671,74.7
"2008","2008","Tennessee","47","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,305781,"Unreliable"
"2008","2008","Tennessee","47","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",13,68604,"Unreliable"
"2008","2008","Tennessee","47","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",47,291913,16.1
"2008","2008","Tennessee","47","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",64,68604,93.3
"2008","2008","Tennessee","47","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",22,291913,7.5
"2008","2008","Tennessee","47","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",78,335719,23.2
"2008","2008","Tennessee","47","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",24,66889,35.9
"2008","2008","Tennessee","47","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",19,335719,"Unreliable"
"2008","2008","Tennessee","47","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",87,359599,24.2
"2008","2008","Tennessee","47","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",21,66596,31.5
"2008","2008","Tennessee","47","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",18,359599,"Unreliable"
"2008","2008","Tennessee","47","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",96,304019,31.6
"2008","2008","Tennessee","47","55-64 years","55-64","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,304019,"Unreliable"
"2008","2008","Tennessee","47","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",55,189513,29
"2008","2008","Tennessee","47","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",27,95626,28.2
"2008","2008","Tennessee","47","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,24992,"Unreliable"
"2008","2008","Texas","48","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",10,241470,"Unreliable"
"2008","2008","Texas","48","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",124,743794,16.7
"2008","2008","Texas","48","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",61,241470,25.3
"2008","2008","Texas","48","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",126,743794,16.9
"2008","2008","Texas","48","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",20,199235,10
"2008","2008","Texas","48","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",131,715334,18.3
"2008","2008","Texas","48","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",82,199235,41.2
"2008","2008","Texas","48","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",123,715334,17.2
"2008","2008","Texas","48","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",156,785341,19.9
"2008","2008","Texas","48","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",28,200342,14
"2008","2008","Texas","48","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",59,785341,7.5
"2008","2008","Texas","48","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",215,919506,23.4
"2008","2008","Texas","48","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",14,193513,"Unreliable"
"2008","2008","Texas","48","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",39,919506,4.2
"2008","2008","Texas","48","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",180,732384,24.6
"2008","2008","Texas","48","55-64 years","55-64","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",21,732384,2.9
"2008","2008","Texas","48","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",118,434776,27.1
"2008","2008","Texas","48","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",103,241854,42.6
"2008","2008","Texas","48","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",33,69539,47.5
"2008","2008","Utah","49","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",25,179407,13.9
"2008","2008","Utah","49","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",31,175571,17.7
"2008","2008","Utah","49","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,128389,"Unreliable"
"2008","2008","Utah","49","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",42,129619,32.4
"2008","2008","Utah","49","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,97540,24.6
"2008","2008","Utah","49","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,56243,"Unreliable"
"2008","2008","Vermont","50","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,49372,"Unreliable"
"2008","2008","Virginia","51","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",14,130427,"Unreliable"
"2008","2008","Virginia","51","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",46,355900,12.9
"2008","2008","Virginia","51","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",69,130427,52.9
"2008","2008","Virginia","51","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",15,355900,"Unreliable"
"2008","2008","Virginia","51","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",11,99853,"Unreliable"
"2008","2008","Virginia","51","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",40,319797,12.5
