"State","State Code","ICD Sub-Chapter","ICD Sub-Chapter Code","Year","Year Code","Deaths","Population","Crude Rate"
"Kansas","20","Assault","X85-Y09","2008","2008",77,2808076,2.7
"Kansas","20","Assault","X85-Y09","2009","2009",92,2832704,3.2
"Kansas","20","Assault","X85-Y09","2010","2010",68,2853118,2.4
"Kansas","20","Assault","X85-Y09","2011","2011",81,2871238,2.8
"Kansas","20","Assault","X85-Y09","2012","2012",67,2885905,2.3
"Kansas","20","Assault","X85-Y09","2013","2013",79,2893957,2.7
"Kansas","20","Assault","X85-Y09","2014","2014",73,2904021,2.5
"Kansas","20","Assault","X85-Y09","2015","2015",95,2911641,3.3
"Kansas","20","Assault","X85-Y09","2016","2016",113,2907289,3.9
"Kentucky","21","Other external causes of accidental injury","W00-X59","1999","1999",35,4018053,0.9
"Kentucky","21","Other external causes of accidental injury","W00-X59","2000","2000",31,4041769,0.8
"Kentucky","21","Other external causes of accidental injury","W00-X59","2001","2001",45,4068132,1.1
"Kentucky","21","Other external causes of accidental injury","W00-X59","2002","2002",39,4089875,1
"Kentucky","21","Other external causes of accidental injury","W00-X59","2003","2003",34,4117170,0.8
"Kentucky","21","Other external causes of accidental injury","W00-X59","2004","2004",16,4146101,"Unreliable"
"Kentucky","21","Other external causes of accidental injury","W00-X59","2005","2005",16,4182742,"Unreliable"
"Kentucky","21","Other external causes of accidental injury","W00-X59","2006","2006",23,4219239,0.5
"Kentucky","21","Other external causes of accidental injury","W00-X59","2007","2007",30,4256672,0.7
"Kentucky","21","Other external causes of accidental injury","W00-X59","2008","2008",17,4289878,"Unreliable"
"Kentucky","21","Other external causes of accidental injury","W00-X59","2009","2009",15,4317074,"Unreliable"
"Kentucky","21","Other external causes of accidental injury","W00-X59","2010","2010",16,4339367,"Unreliable"
"Kentucky","21","Other external causes of accidental injury","W00-X59","2011","2011",15,4369356,"Unreliable"
"Kentucky","21","Other external causes of accidental injury","W00-X59","2012","2012",17,4380415,"Unreliable"
"Kentucky","21","Other external causes of accidental injury","W00-X59","2013","2013",21,4395295,0.5
"Kentucky","21","Other external causes of accidental injury","W00-X59","2014","2014",13,4413457,"Unreliable"
"Kentucky","21","Other external causes of accidental injury","W00-X59","2016","2016",21,4436974,0.5
"Kentucky","21","Intentional self-harm","X60-X84","1999","1999",334,4018053,8.3
"Kentucky","21","Intentional self-harm","X60-X84","2000","2000",373,4041769,9.2
"Kentucky","21","Intentional self-harm","X60-X84","2001","2001",331,4068132,8.1
"Kentucky","21","Intentional self-harm","X60-X84","2002","2002",364,4089875,8.9
"Kentucky","21","Intentional self-harm","X60-X84","2003","2003",400,4117170,9.7
"Kentucky","21","Intentional self-harm","X60-X84","2004","2004",377,4146101,9.1
"Kentucky","21","Intentional self-harm","X60-X84","2005","2005",373,4182742,8.9
"Kentucky","21","Intentional self-harm","X60-X84","2006","2006",383,4219239,9.1
"Kentucky","21","Intentional self-harm","X60-X84","2007","2007",422,4256672,9.9
"Kentucky","21","Intentional self-harm","X60-X84","2008","2008",394,4289878,9.2
"Kentucky","21","Intentional self-harm","X60-X84","2009","2009",403,4317074,9.3
"Kentucky","21","Intentional self-harm","X60-X84","2010","2010",404,4339367,9.3
"Kentucky","21","Intentional self-harm","X60-X84","2011","2011",453,4369356,10.4
"Kentucky","21","Intentional self-harm","X60-X84","2012","2012",469,4380415,10.7
"Kentucky","21","Intentional self-harm","X60-X84","2013","2013",453,4395295,10.3
"Kentucky","21","Intentional self-harm","X60-X84","2014","2014",470,4413457,10.6
"Kentucky","21","Intentional self-harm","X60-X84","2015","2015",499,4425092,11.3
"Kentucky","21","Intentional self-harm","X60-X84","2016","2016",495,4436974,11.2
"Kentucky","21","Assault","X85-Y09","1999","1999",142,4018053,3.5
"Kentucky","21","Assault","X85-Y09","2000","2000",133,4041769,3.3
"Kentucky","21","Assault","X85-Y09","2001","2001",138,4068132,3.4
"Kentucky","21","Assault","X85-Y09","2002","2002",127,4089875,3.1
"Kentucky","21","Assault","X85-Y09","2003","2003",115,4117170,2.8
"Kentucky","21","Assault","X85-Y09","2004","2004",152,4146101,3.7
"Kentucky","21","Assault","X85-Y09","2005","2005",152,4182742,3.6
"Kentucky","21","Assault","X85-Y09","2006","2006",111,4219239,2.6
"Kentucky","21","Assault","X85-Y09","2007","2007",152,4256672,3.6
"Kentucky","21","Assault","X85-Y09","2008","2008",160,4289878,3.7
"Kentucky","21","Assault","X85-Y09","2009","2009",133,4317074,3.1
"Kentucky","21","Assault","X85-Y09","2010","2010",125,4339367,2.9
"Kentucky","21","Assault","X85-Y09","2011","2011",133,4369356,3
"Kentucky","21","Assault","X85-Y09","2012","2012",159,4380415,3.6
"Kentucky","21","Assault","X85-Y09","2013","2013",138,4395295,3.1
"Kentucky","21","Assault","X85-Y09","2014","2014",138,4413457,3.1
"Kentucky","21","Assault","X85-Y09","2015","2015",174,4425092,3.9
"Kentucky","21","Assault","X85-Y09","2016","2016",234,4436974,5.3
"Louisiana","22","Other external causes of accidental injury","W00-X59","1999","1999",28,4460811,0.6
"Louisiana","22","Other external causes of accidental injury","W00-X59","2000","2000",30,4468976,0.7
"Louisiana","22","Other external causes of accidental injury","W00-X59","2001","2001",24,4477875,0.5
"Louisiana","22","Other external causes of accidental injury","W00-X59","2002","2002",47,4497267,1
"Louisiana","22","Other external causes of accidental injury","W00-X59","2003","2003",50,4521042,1.1
"Louisiana","22","Other external causes of accidental injury","W00-X59","2004","2004",41,4552238,0.9
"Louisiana","22","Other external causes of accidental injury","W00-X59","2005","2005",38,4576628,0.8
"Louisiana","22","Other external causes of accidental injury","W00-X59","2006","2006",47,4302665,1.1
"Louisiana","22","Other external causes of accidental injury","W00-X59","2007","2007",36,4375581,0.8
"Louisiana","22","Other external causes of accidental injury","W00-X59","2008","2008",33,4435586,0.7
"Louisiana","22","Other external causes of accidental injury","W00-X59","2009","2009",23,4491648,0.5
"Louisiana","22","Other external causes of accidental injury","W00-X59","2010","2010",43,4533372,0.9
"Louisiana","22","Other external causes of accidental injury","W00-X59","2011","2011",51,4574836,1.1
"Louisiana","22","Other external causes of accidental injury","W00-X59","2012","2012",33,4601893,0.7
"Louisiana","22","Other external causes of accidental injury","W00-X59","2013","2013",19,4625470,"Unreliable"
"Louisiana","22","Other external causes of accidental injury","W00-X59","2014","2014",19,4649676,"Unreliable"
"Louisiana","22","Other external causes of accidental injury","W00-X59","2015","2015",17,4670724,"Unreliable"
"Louisiana","22","Other external causes of accidental injury","W00-X59","2016","2016",13,4681666,"Unreliable"
"Louisiana","22","Intentional self-harm","X60-X84","1999","1999",389,4460811,8.7
"Louisiana","22","Intentional self-harm","X60-X84","2000","2000",326,4468976,7.3
"Louisiana","22","Intentional self-harm","X60-X84","2001","2001",352,4477875,7.9
"Louisiana","22","Intentional self-harm","X60-X84","2002","2002",349,4497267,7.8
"Louisiana","22","Intentional self-harm","X60-X84","2003","2003",316,4521042,7
"Louisiana","22","Intentional self-harm","X60-X84","2004","2004",371,4552238,8.1
"Louisiana","22","Intentional self-harm","X60-X84","2005","2005",348,4576628,7.6
"Louisiana","22","Intentional self-harm","X60-X84","2006","2006",331,4302665,7.7
"Louisiana","22","Intentional self-harm","X60-X84","2007","2007",335,4375581,7.7
"Louisiana","22","Intentional self-harm","X60-X84","2008","2008",351,4435586,7.9
"Louisiana","22","Intentional self-harm","X60-X84","2009","2009",328,4491648,7.3
"Louisiana","22","Intentional self-harm","X60-X84","2010","2010",385,4533372,8.5
"Louisiana","22","Intentional self-harm","X60-X84","2011","2011",377,4574836,8.2
"Louisiana","22","Intentional self-harm","X60-X84","2012","2012",375,4601893,8.1
"Louisiana","22","Intentional self-harm","X60-X84","2013","2013",408,4625470,8.8
"Louisiana","22","Intentional self-harm","X60-X84","2014","2014",444,4649676,9.5
"Louisiana","22","Intentional self-harm","X60-X84","2015","2015",468,4670724,10
"Louisiana","22","Intentional self-harm","X60-X84","2016","2016",440,4681666,9.4
"Louisiana","22","Assault","X85-Y09","1999","1999",342,4460811,7.7
"Louisiana","22","Assault","X85-Y09","2000","2000",427,4468976,9.6
"Louisiana","22","Assault","X85-Y09","2001","2001",400,4477875,8.9
"Louisiana","22","Assault","X85-Y09","2002","2002",467,4497267,10.4
"Louisiana","22","Assault","X85-Y09","2003","2003",473,4521042,10.5
"Louisiana","22","Assault","X85-Y09","2004","2004",480,4552238,10.5
"Louisiana","22","Assault","X85-Y09","2005","2005",457,4576628,10
"Louisiana","22","Assault","X85-Y09","2006","2006",443,4302665,10.3
"Louisiana","22","Assault","X85-Y09","2007","2007",488,4375581,11.2
"Louisiana","22","Assault","X85-Y09","2008","2008",430,4435586,9.7
"Louisiana","22","Assault","X85-Y09","2009","2009",449,4491648,10
"Louisiana","22","Assault","X85-Y09","2010","2010",432,4533372,9.5
"Louisiana","22","Assault","X85-Y09","2011","2011",431,4574836,9.4
"Louisiana","22","Assault","X85-Y09","2012","2012",428,4601893,9.3
"Louisiana","22","Assault","X85-Y09","2013","2013",446,4625470,9.6
"Louisiana","22","Assault","X85-Y09","2014","2014",421,4649676,9.1
"Louisiana","22","Assault","X85-Y09","2015","2015",456,4670724,9.8
"Louisiana","22","Assault","X85-Y09","2016","2016",526,4681666,11.2
"Maine","23","Intentional self-harm","X60-X84","1999","1999",91,1266808,7.2
"Maine","23","Intentional self-harm","X60-X84","2000","2000",98,1274923,7.7
"Maine","23","Intentional self-harm","X60-X84","2001","2001",86,1285692,6.7
"Maine","23","Intentional self-harm","X60-X84","2002","2002",79,1295960,6.1
"Maine","23","Intentional self-harm","X60-X84","2003","2003",71,1306513,5.4
"Maine","23","Intentional self-harm","X60-X84","2004","2004",97,1313688,7.4
"Maine","23","Intentional self-harm","X60-X84","2005","2005",100,1318787,7.6
"Maine","23","Intentional self-harm","X60-X84","2006","2006",87,1323619,6.6
"Maine","23","Intentional self-harm","X60-X84","2007","2007",90,1327040,6.8
"Maine","23","Intentional self-harm","X60-X84","2008","2008",103,1330509,7.7
"Maine","23","Intentional self-harm","X60-X84","2009","2009",106,1329590,8
"Maine","23","Intentional self-harm","X60-X84","2010","2010",95,1328361,7.2
"Maine","23","Intentional self-harm","X60-X84","2011","2011",113,1328188,8.5
"Maine","23","Intentional self-harm","X60-X84","2012","2012",112,1329192,8.4
"Maine","23","Intentional self-harm","X60-X84","2013","2013",137,1328302,10.3
"Maine","23","Intentional self-harm","X60-X84","2014","2014",116,1330089,8.7
"Maine","23","Intentional self-harm","X60-X84","2015","2015",128,1329328,9.6
"Maine","23","Intentional self-harm","X60-X84","2016","2016",112,1331479,8.4
"Maine","23","Assault","X85-Y09","1999","1999",15,1266808,"Unreliable"
"Maine","23","Assault","X85-Y09","2000","2000",11,1274923,"Unreliable"
"Maine","23","Assault","X85-Y09","2004","2004",11,1313688,"Unreliable"
"Maine","23","Assault","X85-Y09","2006","2006",15,1323619,"Unreliable"
"Maine","23","Assault","X85-Y09","2007","2007",15,1327040,"Unreliable"
"Maine","23","Assault","X85-Y09","2008","2008",12,1330509,"Unreliable"
"Maine","23","Assault","X85-Y09","2009","2009",15,1329590,"Unreliable"
"Maine","23","Assault","X85-Y09","2010","2010",13,1328361,"Unreliable"
"Maine","23","Assault","X85-Y09","2011","2011",15,1328188,"Unreliable"
"Maine","23","Assault","X85-Y09","2012","2012",15,1329192,"Unreliable"
"Maine","23","Assault","X85-Y09","2013","2013",13,1328302,"Unreliable"
"Maine","23","Assault","X85-Y09","2014","2014",10,1330089,"Unreliable"
"Maine","23","Assault","X85-Y09","2015","2015",14,1329328,"Unreliable"
"Maryland","24","Other external causes of accidental injury","W00-X59","2001","2001",10,5374691,"Unreliable"
"Maryland","24","Other external causes of accidental injury","W00-X59","2004","2004",11,5546935,"Unreliable"
"Maryland","24","Intentional self-harm","X60-X84","1999","1999",241,5254509,4.6
"Maryland","24","Intentional self-harm","X60-X84","2000","2000",245,5296486,4.6
"Maryland","24","Intentional self-harm","X60-X84","2001","2001",220,5374691,4.1
"Maryland","24","Intentional self-harm","X60-X84","2002","2002",233,5440389,4.3
"Maryland","24","Intentional self-harm","X60-X84","2003","2003",239,5496269,4.3
"Maryland","24","Intentional self-harm","X60-X84","2004","2004",250,5546935,4.5
"Maryland","24","Intentional self-harm","X60-X84","2005","2005",220,5592379,3.9
"Maryland","24","Intentional self-harm","X60-X84","2006","2006",238,5627367,4.2
"Maryland","24","Intentional self-harm","X60-X84","2007","2007",233,5653408,4.1
"Maryland","24","Intentional self-harm","X60-X84","2008","2008",263,5684965,4.6
"Maryland","24","Intentional self-harm","X60-X84","2009","2009",252,5730388,4.4
"Maryland","24","Intentional self-harm","X60-X84","2010","2010",222,5773552,3.8
"Maryland","24","Intentional self-harm","X60-X84","2011","2011",242,5828289,4.2
"Maryland","24","Intentional self-harm","X60-X84","2012","2012",272,5884563,4.6
"Maryland","24","Intentional self-harm","X60-X84","2013","2013",257,5928814,4.3
"Maryland","24","Intentional self-harm","X60-X84","2014","2014",277,5976407,4.6
"Maryland","24","Intentional self-harm","X60-X84","2015","2015",244,6006401,4.1
"Maryland","24","Intentional self-harm","X60-X84","2016","2016",251,6016447,4.2
"Maryland","24","Assault","X85-Y09","1999","1999",396,5254509,7.5
"Maryland","24","Assault","X85-Y09","2000","2000",353,5296486,6.7
"Maryland","24","Assault","X85-Y09","2001","2001",363,5374691,6.8
"Maryland","24","Assault","X85-Y09","2002","2002",365,5440389,6.7
"Maryland","24","Assault","X85-Y09","2003","2003",394,5496269,7.2
"Maryland","24","Assault","X85-Y09","2004","2004",386,5546935,7
"Maryland","24","Assault","X85-Y09","2005","2005",422,5592379,7.5
"Maryland","24","Assault","X85-Y09","2006","2006",416,5627367,7.4
"Maryland","24","Assault","X85-Y09","2007","2007",424,5653408,7.5
"Maryland","24","Assault","X85-Y09","2008","2008",379,5684965,6.7
"Maryland","24","Assault","X85-Y09","2009","2009",316,5730388,5.5
"Maryland","24","Assault","X85-Y09","2010","2010",306,5773552,5.3
"Maryland","24","Assault","X85-Y09","2011","2011",276,5828289,4.7
"Maryland","24","Assault","X85-Y09","2012","2012",294,5884563,5
"Maryland","24","Assault","X85-Y09","2013","2013",299,5928814,5
"Maryland","24","Assault","X85-Y09","2014","2014",249,5976407,4.2
"Maryland","24","Assault","X85-Y09","2015","2015",445,6006401,7.4
"Maryland","24","Assault","X85-Y09","2016","2016",436,6016447,7.2
"Massachusetts","25","Intentional self-harm","X60-X84","1999","1999",118,6317345,1.9
"Massachusetts","25","Intentional self-harm","X60-X84","2000","2000",105,6349097,1.7
"Massachusetts","25","Intentional self-harm","X60-X84","2001","2001",107,6397634,1.7
"Massachusetts","25","Intentional self-harm","X60-X84","2002","2002",99,6417206,1.5
"Massachusetts","25","Intentional self-harm","X60-X84","2003","2003",122,6422565,1.9
"Massachusetts","25","Intentional self-harm","X60-X84","2004","2004",95,6412281,1.5
"Massachusetts","25","Intentional self-harm","X60-X84","2005","2005",111,6403290,1.7
"Massachusetts","25","Intentional self-harm","X60-X84","2006","2006",101,6410084,1.6
"Massachusetts","25","Intentional self-harm","X60-X84","2007","2007",114,6431559,1.8
"Massachusetts","25","Intentional self-harm","X60-X84","2008","2008",118,6468967,1.8
"Massachusetts","25","Intentional self-harm","X60-X84","2009","2009",89,6517613,1.4
"Massachusetts","25","Intentional self-harm","X60-X84","2010","2010",138,6547629,2.1
"Massachusetts","25","Intentional self-harm","X60-X84","2011","2011",116,6587536,1.8
"Massachusetts","25","Intentional self-harm","X60-X84","2012","2012",151,6646144,2.3
"Massachusetts","25","Intentional self-harm","X60-X84","2013","2013",112,6692824,1.7
"Massachusetts","25","Intentional self-harm","X60-X84","2014","2014",130,6745408,1.9
"Massachusetts","25","Intentional self-harm","X60-X84","2015","2015",118,6794422,1.7
"Massachusetts","25","Intentional self-harm","X60-X84","2016","2016",140,6811779,2.1
"Massachusetts","25","Assault","X85-Y09","1999","1999",71,6317345,1.1
"Massachusetts","25","Assault","X85-Y09","2000","2000",67,6349097,1.1
"Massachusetts","25","Assault","X85-Y09","2001","2001",80,6397634,1.3
"Massachusetts","25","Assault","X85-Y09","2002","2002",94,6417206,1.5
"Massachusetts","25","Assault","X85-Y09","2003","2003",78,6422565,1.2
"Massachusetts","25","Assault","X85-Y09","2004","2004",106,6412281,1.7
"Massachusetts","25","Assault","X85-Y09","2005","2005",108,6403290,1.7
"Massachusetts","25","Assault","X85-Y09","2006","2006",105,6410084,1.6
"Massachusetts","25","Assault","X85-Y09","2007","2007",115,6431559,1.8
"Massachusetts","25","Assault","X85-Y09","2008","2008",98,6468967,1.5
"Massachusetts","25","Assault","X85-Y09","2009","2009",110,6517613,1.7
"Massachusetts","25","Assault","X85-Y09","2010","2010",126,6547629,1.9
"Massachusetts","25","Assault","X85-Y09","2011","2011",128,6587536,1.9
"Massachusetts","25","Assault","X85-Y09","2012","2012",73,6646144,1.1
"Massachusetts","25","Assault","X85-Y09","2013","2013",83,6692824,1.2
"Massachusetts","25","Assault","X85-Y09","2014","2014",90,6745408,1.3
"Massachusetts","25","Assault","X85-Y09","2015","2015",86,6794422,1.3
"Massachusetts","25","Assault","X85-Y09","2016","2016",89,6811779,1.3
"Michigan","26","Other external causes of accidental injury","W00-X59","1999","1999",14,9897116,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2000","2000",16,9938444,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2001","2001",14,9991120,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2002","2002",11,10015710,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2004","2004",14,10055315,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2005","2005",15,10051137,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2006","2006",11,10036081,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2007","2007",12,10001284,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2008","2008",11,9946889,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2009","2009",12,9901591,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2010","2010",16,9883640,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2011","2011",12,9876187,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2013","2013",10,9895622,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2015","2015",14,9922576,"Unreliable"
"Michigan","26","Other external causes of accidental injury","W00-X59","2016","2016",14,9928300,"Unreliable"
"Michigan","26","Intentional self-harm","X60-X84","1999","1999",542,9897116,5.5
"Michigan","26","Intentional self-harm","X60-X84","2000","2000",531,9938444,5.3
"Michigan","26","Intentional self-harm","X60-X84","2001","2001",542,9991120,5.4
"Michigan","26","Intentional self-harm","X60-X84","2002","2002",578,10015710,5.8
"Michigan","26","Intentional self-harm","X60-X84","2003","2003",523,10041152,5.2
"Michigan","26","Intentional self-harm","X60-X84","2004","2004",532,10055315,5.3
"Michigan","26","Intentional self-harm","X60-X84","2005","2005",554,10051137,5.5
"Michigan","26","Intentional self-harm","X60-X84","2006","2006",598,10036081,6
"Michigan","26","Intentional self-harm","X60-X84","2007","2007",558,10001284,5.6
"Michigan","26","Intentional self-harm","X60-X84","2008","2008",570,9946889,5.7
"Michigan","26","Intentional self-harm","X60-X84","2009","2009",575,9901591,5.8
"Michigan","26","Intentional self-harm","X60-X84","2010","2010",601,9883640,6.1
"Michigan","26","Intentional self-harm","X60-X84","2011","2011",619,9876187,6.3
"Michigan","26","Intentional self-harm","X60-X84","2012","2012",623,9883360,6.3
"Michigan","26","Intentional self-harm","X60-X84","2013","2013",674,9895622,6.8
"Michigan","26","Intentional self-harm","X60-X84","2014","2014",671,9909877,6.8
"Michigan","26","Intentional self-harm","X60-X84","2015","2015",692,9922576,7
"Michigan","26","Intentional self-harm","X60-X84","2016","2016",717,9928300,7.2
"Michigan","26","Assault","X85-Y09","1999","1999",516,9897116,5.2
"Michigan","26","Assault","X85-Y09","2000","2000",504,9938444,5.1
"Michigan","26","Assault","X85-Y09","2001","2001",499,9991120,5
"Michigan","26","Assault","X85-Y09","2002","2002",489,10015710,4.9
"Michigan","26","Assault","X85-Y09","2003","2003",477,10041152,4.8
"Michigan","26","Assault","X85-Y09","2004","2004",488,10055315,4.9
"Michigan","26","Assault","X85-Y09","2005","2005",491,10051137,4.9
"Michigan","26","Assault","X85-Y09","2006","2006",536,10036081,5.3
"Michigan","26","Assault","X85-Y09","2007","2007",506,10001284,5.1
"Michigan","26","Assault","X85-Y09","2008","2008",489,9946889,4.9
"Michigan","26","Assault","X85-Y09","2009","2009",495,9901591,5
"Michigan","26","Assault","X85-Y09","2010","2010",440,9883640,4.5
"Michigan","26","Assault","X85-Y09","2011","2011",511,9876187,5.2
"Michigan","26","Assault","X85-Y09","2012","2012",579,9883360,5.9
"Michigan","26","Assault","X85-Y09","2013","2013",493,9895622,5
"Michigan","26","Assault","X85-Y09","2014","2014",411,9909877,4.1
"Michigan","26","Assault","X85-Y09","2015","2015",436,9922576,4.4
"Michigan","26","Assault","X85-Y09","2016","2016",482,9928300,4.9
"Minnesota","27","Intentional self-harm","X60-X84","1999","1999",228,4873481,4.7
"Minnesota","27","Intentional self-harm","X60-X84","2000","2000",223,4919479,4.5
"Minnesota","27","Intentional self-harm","X60-X84","2001","2001",242,4982796,4.9
"Minnesota","27","Intentional self-harm","X60-X84","2002","2002",238,5018935,4.7
"Minnesota","27","Intentional self-harm","X60-X84","2003","2003",244,5053572,4.8
"Minnesota","27","Intentional self-harm","X60-X84","2004","2004",268,5087713,5.3
"Minnesota","27","Intentional self-harm","X60-X84","2005","2005",255,5119598,5
"Minnesota","27","Intentional self-harm","X60-X84","2006","2006",243,5163555,4.7
"Minnesota","27","Intentional self-harm","X60-X84","2007","2007",265,5207203,5.1
"Minnesota","27","Intentional self-harm","X60-X84","2008","2008",289,5247018,5.5
"Minnesota","27","Intentional self-harm","X60-X84","2009","2009",281,5281203,5.3
"Minnesota","27","Intentional self-harm","X60-X84","2010","2010",280,5303925,5.3
"Minnesota","27","Intentional self-harm","X60-X84","2011","2011",322,5344861,6
"Minnesota","27","Intentional self-harm","X60-X84","2012","2012",310,5379139,5.8
"Minnesota","27","Intentional self-harm","X60-X84","2013","2013",339,5420380,6.3
"Minnesota","27","Intentional self-harm","X60-X84","2014","2014",308,5457173,5.6
"Minnesota","27","Intentional self-harm","X60-X84","2015","2015",304,5489594,5.5
"Minnesota","27","Intentional self-harm","X60-X84","2016","2016",332,5519952,6
"Minnesota","27","Assault","X85-Y09","1999","1999",54,4873481,1.1
"Minnesota","27","Assault","X85-Y09","2000","2000",77,4919479,1.6
"Minnesota","27","Assault","X85-Y09","2001","2001",68,4982796,1.4
"Minnesota","27","Assault","X85-Y09","2002","2002",55,5018935,1.1
"Minnesota","27","Assault","X85-Y09","2003","2003",75,5053572,1.5
"Minnesota","27","Assault","X85-Y09","2004","2004",85,5087713,1.7
"Minnesota","27","Assault","X85-Y09","2005","2005",88,5119598,1.7
"Minnesota","27","Assault","X85-Y09","2006","2006",78,5163555,1.5
"Minnesota","27","Assault","X85-Y09","2007","2007",70,5207203,1.3
"Minnesota","27","Assault","X85-Y09","2008","2008",71,5247018,1.4
"Minnesota","27","Assault","X85-Y09","2009","2009",46,5281203,0.9
"Minnesota","27","Assault","X85-Y09","2010","2010",65,5303925,1.2
"Minnesota","27","Assault","X85-Y09","2011","2011",59,5344861,1.1
"Minnesota","27","Assault","X85-Y09","2012","2012",61,5379139,1.1
"Minnesota","27","Assault","X85-Y09","2013","2013",76,5420380,1.4
"Minnesota","27","Assault","X85-Y09","2014","2014",59,5457173,1.1
"Minnesota","27","Assault","X85-Y09","2015","2015",92,5489594,1.7
"Minnesota","27","Assault","X85-Y09","2016","2016",83,5519952,1.5
"Mississippi","28","Other external causes of accidental injury","W00-X59","1999","1999",41,2828408,1.4
"Mississippi","28","Other external causes of accidental injury","W00-X59","2000","2000",26,2844658,0.9
"Mississippi","28","Other external causes of accidental injury","W00-X59","2001","2001",22,2852994,0.8
"Mississippi","28","Other external causes of accidental injury","W00-X59","2002","2002",21,2858681,0.7
"Mississippi","28","Other external causes of accidental injury","W00-X59","2003","2003",23,2868312,0.8
"Mississippi","28","Other external causes of accidental injury","W00-X59","2004","2004",18,2889010,"Unreliable"
"Mississippi","28","Other external causes of accidental injury","W00-X59","2005","2005",20,2905943,0.7
"Mississippi","28","Other external causes of accidental injury","W00-X59","2006","2006",20,2904978,0.7
"Mississippi","28","Other external causes of accidental injury","W00-X59","2007","2007",28,2928350,1
"Mississippi","28","Other external causes of accidental injury","W00-X59","2008","2008",22,2947806,0.7
"Mississippi","28","Other external causes of accidental injury","W00-X59","2009","2009",16,2958774,"Unreliable"
"Mississippi","28","Other external causes of accidental injury","W00-X59","2011","2011",29,2978512,1
"Mississippi","28","Other external causes of accidental injury","W00-X59","2012","2012",12,2984926,"Unreliable"
"Mississippi","28","Other external causes of accidental injury","W00-X59","2013","2013",17,2991207,"Unreliable"
"Mississippi","28","Other external causes of accidental injury","W00-X59","2014","2014",17,2994079,"Unreliable"
"Mississippi","28","Other external causes of accidental injury","W00-X59","2015","2015",18,2992333,"Unreliable"
"Mississippi","28","Other external causes of accidental injury","W00-X59","2016","2016",21,2988726,0.7
"Mississippi","28","Intentional self-harm","X60-X84","1999","1999",244,2828408,8.6
"Mississippi","28","Intentional self-harm","X60-X84","2000","2000",220,2844658,7.7
"Mississippi","28","Intentional self-harm","X60-X84","2001","2001",239,2852994,8.4
"Mississippi","28","Intentional self-harm","X60-X84","2002","2002",254,2858681,8.9
"Mississippi","28","Intentional self-harm","X60-X84","2003","2003",247,2868312,8.6
"Mississippi","28","Intentional self-harm","X60-X84","2004","2004",245,2889010,8.5
"Mississippi","28","Intentional self-harm","X60-X84","2005","2005",251,2905943,8.6
"Mississippi","28","Intentional self-harm","X60-X84","2006","2006",219,2904978,7.5
"Mississippi","28","Intentional self-harm","X60-X84","2007","2007",279,2928350,9.5
"Mississippi","28","Intentional self-harm","X60-X84","2008","2008",286,2947806,9.7
"Mississippi","28","Intentional self-harm","X60-X84","2009","2009",269,2958774,9.1
"Mississippi","28","Intentional self-harm","X60-X84","2010","2010",256,2967297,8.6
"Mississippi","28","Intentional self-harm","X60-X84","2011","2011",268,2978512,9
"Mississippi","28","Intentional self-harm","X60-X84","2012","2012",296,2984926,9.9
"Mississippi","28","Intentional self-harm","X60-X84","2013","2013",279,2991207,9.3
"Mississippi","28","Intentional self-harm","X60-X84","2014","2014",251,2994079,8.4
"Mississippi","28","Intentional self-harm","X60-X84","2015","2015",292,2992333,9.8
"Mississippi","28","Intentional self-harm","X60-X84","2016","2016",268,2988726,9
"Mississippi","28","Assault","X85-Y09","1999","1999",214,2828408,7.6
"Mississippi","28","Assault","X85-Y09","2000","2000",214,2844658,7.5
"Mississippi","28","Assault","X85-Y09","2001","2001",224,2852994,7.9
"Mississippi","28","Assault","X85-Y09","2002","2002",208,2858681,7.3
"Mississippi","28","Assault","X85-Y09","2003","2003",201,2868312,7
"Mississippi","28","Assault","X85-Y09","2004","2004",202,2889010,7
"Mississippi","28","Assault","X85-Y09","2005","2005",175,2905943,6
"Mississippi","28","Assault","X85-Y09","2006","2006",222,2904978,7.6
"Mississippi","28","Assault","X85-Y09","2007","2007",219,2928350,7.5
"Mississippi","28","Assault","X85-Y09","2008","2008",245,2947806,8.3
"Mississippi","28","Assault","X85-Y09","2009","2009",197,2958774,6.7
"Mississippi","28","Assault","X85-Y09","2010","2010",205,2967297,6.9
"Mississippi","28","Assault","X85-Y09","2011","2011",221,2978512,7.4
"Mississippi","28","Assault","X85-Y09","2012","2012",216,2984926,7.2
