"Year","Year Code","2013 Urbanization","2013 Urbanization Code","Ten-Year Age Groups","Ten-Year Age Groups Code","ICD Sub-Chapter","ICD Sub-Chapter Code","Deaths","Population","Crude Rate"
"2008","2008","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",444,4373296,10.2
"2008","2008","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",35,4373296,0.8
"2008","2008","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",344,2816919,12.2
"2008","2008","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",20,2816919,0.7
"2008","2008","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",128,1100433,11.6
"2008","2008","Small Metro","4","5-14 years","5-14","Assault","X85-Y09",17,3605612,"Unreliable"
"2008","2008","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",15,4466329,"Unreliable"
"2008","2008","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",243,4466329,5.4
"2008","2008","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",193,4466329,4.3
"2008","2008","Small Metro","4","25-34 years","25-34","Other external causes of accidental injury","W00-X59",12,3495399,"Unreliable"
"2008","2008","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",263,3495399,7.5
"2008","2008","Small Metro","4","25-34 years","25-34","Assault","X85-Y09",205,3495399,5.9
"2008","2008","Small Metro","4","35-44 years","35-44","Other external causes of accidental injury","W00-X59",14,3563091,"Unreliable"
"2008","2008","Small Metro","4","35-44 years","35-44","Intentional self-harm","X60-X84",291,3563091,8.2
"2008","2008","Small Metro","4","35-44 years","35-44","Assault","X85-Y09",131,3563091,3.7
"2008","2008","Small Metro","4","45-54 years","45-54","Other external causes of accidental injury","W00-X59",13,4011518,"Unreliable"
"2008","2008","Small Metro","4","45-54 years","45-54","Intentional self-harm","X60-X84",445,4011518,11.1
"2008","2008","Small Metro","4","45-54 years","45-54","Assault","X85-Y09",87,4011518,2.2
"2008","2008","Small Metro","4","55-64 years","55-64","Other external causes of accidental injury","W00-X59",12,3279072,"Unreliable"
"2008","2008","Small Metro","4","55-64 years","55-64","Intentional self-harm","X60-X84",353,3279072,10.8
"2008","2008","Small Metro","4","55-64 years","55-64","Assault","X85-Y09",44,3279072,1.3
"2008","2008","Small Metro","4","65-74 years","65-74","Intentional self-harm","X60-X84",205,2088998,9.8
"2008","2008","Small Metro","4","65-74 years","65-74","Assault","X85-Y09",26,2088998,1.2
"2008","2008","Small Metro","4","75-84 years","75-84","Intentional self-harm","X60-X84",205,1326644,15.5
"2008","2008","Small Metro","4","85+ years","85+","Intentional self-harm","X60-X84",78,510154,15.3
"2008","2008","Micropolitan (Nonmetro)","5","5-14 years","5-14","Other external causes of accidental injury","W00-X59",15,3488559,"Unreliable"
"2008","2008","Micropolitan (Nonmetro)","5","5-14 years","5-14","Assault","X85-Y09",13,3488559,"Unreliable"
"2008","2008","Micropolitan (Nonmetro)","5","15-24 years","15-24","Other external causes of accidental injury","W00-X59",13,3905868,"Unreliable"
"2008","2008","Micropolitan (Nonmetro)","5","15-24 years","15-24","Intentional self-harm","X60-X84",246,3905868,6.3
"2008","2008","Micropolitan (Nonmetro)","5","15-24 years","15-24","Assault","X85-Y09",149,3905868,3.8
"2008","2008","Micropolitan (Nonmetro)","5","25-34 years","25-34","Other external causes of accidental injury","W00-X59",18,3149768,"Unreliable"
"2008","2008","Micropolitan (Nonmetro)","5","25-34 years","25-34","Intentional self-harm","X60-X84",261,3149768,8.3
"2008","2008","Micropolitan (Nonmetro)","5","25-34 years","25-34","Assault","X85-Y09",186,3149768,5.9
"2008","2008","Micropolitan (Nonmetro)","5","35-44 years","35-44","Other external causes of accidental injury","W00-X59",12,3427415,"Unreliable"
"2008","2008","Micropolitan (Nonmetro)","5","35-44 years","35-44","Intentional self-harm","X60-X84",365,3427415,10.6
"2008","2008","Micropolitan (Nonmetro)","5","35-44 years","35-44","Assault","X85-Y09",119,3427415,3.5
"2008","2008","Micropolitan (Nonmetro)","5","45-54 years","45-54","Other external causes of accidental injury","W00-X59",21,3978247,0.5
"2008","2008","Micropolitan (Nonmetro)","5","45-54 years","45-54","Intentional self-harm","X60-X84",478,3978247,12
"2008","2008","Micropolitan (Nonmetro)","5","45-54 years","45-54","Assault","X85-Y09",92,3978247,2.3
"2008","2008","Micropolitan (Nonmetro)","5","55-64 years","55-64","Intentional self-harm","X60-X84",380,3315052,11.5
"2008","2008","Micropolitan (Nonmetro)","5","55-64 years","55-64","Assault","X85-Y09",44,3315052,1.3
"2008","2008","Micropolitan (Nonmetro)","5","65-74 years","65-74","Intentional self-harm","X60-X84",273,2130174,12.8
"2008","2008","Micropolitan (Nonmetro)","5","65-74 years","65-74","Assault","X85-Y09",21,2130174,1
"2008","2008","Micropolitan (Nonmetro)","5","75-84 years","75-84","Intentional self-harm","X60-X84",231,1329929,17.4
"2008","2008","Micropolitan (Nonmetro)","5","75-84 years","75-84","Assault","X85-Y09",11,1329929,"Unreliable"
"2008","2008","Micropolitan (Nonmetro)","5","85+ years","85+","Intentional self-harm","X60-X84",80,522617,15.3
"2008","2008","NonCore (Nonmetro)","6","5-14 years","5-14","Assault","X85-Y09",11,2445649,"Unreliable"
"2008","2008","NonCore (Nonmetro)","6","15-24 years","15-24","Other external causes of accidental injury","W00-X59",26,2388334,1.1
"2008","2008","NonCore (Nonmetro)","6","15-24 years","15-24","Intentional self-harm","X60-X84",235,2388334,9.8
"2008","2008","NonCore (Nonmetro)","6","15-24 years","15-24","Assault","X85-Y09",110,2388334,4.6
"2008","2008","NonCore (Nonmetro)","6","25-34 years","25-34","Other external causes of accidental injury","W00-X59",11,2070703,"Unreliable"
"2008","2008","NonCore (Nonmetro)","6","25-34 years","25-34","Intentional self-harm","X60-X84",218,2070703,10.5
"2008","2008","NonCore (Nonmetro)","6","25-34 years","25-34","Assault","X85-Y09",137,2070703,6.6
"2008","2008","NonCore (Nonmetro)","6","35-44 years","35-44","Other external causes of accidental injury","W00-X59",15,2386487,"Unreliable"
"2008","2008","NonCore (Nonmetro)","6","35-44 years","35-44","Intentional self-harm","X60-X84",303,2386487,12.7
"2008","2008","NonCore (Nonmetro)","6","35-44 years","35-44","Assault","X85-Y09",113,2386487,4.7
"2008","2008","NonCore (Nonmetro)","6","45-54 years","45-54","Other external causes of accidental injury","W00-X59",21,2902498,0.7
"2008","2008","NonCore (Nonmetro)","6","45-54 years","45-54","Intentional self-harm","X60-X84",396,2902498,13.6
"2008","2008","NonCore (Nonmetro)","6","45-54 years","45-54","Assault","X85-Y09",80,2902498,2.8
"2008","2008","NonCore (Nonmetro)","6","55-64 years","55-64","Intentional self-harm","X60-X84",314,2530138,12.4
"2008","2008","NonCore (Nonmetro)","6","55-64 years","55-64","Assault","X85-Y09",37,2530138,1.5
"2008","2008","NonCore (Nonmetro)","6","65-74 years","65-74","Other external causes of accidental injury","W00-X59",10,1747528,"Unreliable"
"2008","2008","NonCore (Nonmetro)","6","65-74 years","65-74","Intentional self-harm","X60-X84",242,1747528,13.8
"2008","2008","NonCore (Nonmetro)","6","65-74 years","65-74","Assault","X85-Y09",27,1747528,1.5
"2008","2008","NonCore (Nonmetro)","6","75-84 years","75-84","Intentional self-harm","X60-X84",172,1065538,16.1
"2008","2008","NonCore (Nonmetro)","6","85+ years","85+","Intentional self-harm","X60-X84",58,412969,14
"2009","2009","Large Central Metro","1","1-4 years","1-4","Assault","X85-Y09",18,5061021,"Unreliable"
"2009","2009","Large Central Metro","1","5-14 years","5-14","Intentional self-harm","X60-X84",13,12161053,"Unreliable"
"2009","2009","Large Central Metro","1","5-14 years","5-14","Assault","X85-Y09",61,12161053,0.5
"2009","2009","Large Central Metro","1","15-24 years","15-24","Other external causes of accidental injury","W00-X59",21,13571361,0.2
"2009","2009","Large Central Metro","1","15-24 years","15-24","Intentional self-harm","X60-X84",419,13571361,3.1
"2009","2009","Large Central Metro","1","15-24 years","15-24","Assault","X85-Y09",2208,13571361,16.3
"2009","2009","Large Central Metro","1","25-34 years","25-34","Other external causes of accidental injury","W00-X59",21,14255616,0.1
"2009","2009","Large Central Metro","1","25-34 years","25-34","Intentional self-harm","X60-X84",548,14255616,3.8
"2009","2009","Large Central Metro","1","25-34 years","25-34","Assault","X85-Y09",1566,14255616,11
"2009","2009","Large Central Metro","1","35-44 years","35-44","Other external causes of accidental injury","W00-X59",10,13169734,"Unreliable"
"2009","2009","Large Central Metro","1","35-44 years","35-44","Intentional self-harm","X60-X84",615,13169734,4.7
"2009","2009","Large Central Metro","1","35-44 years","35-44","Assault","X85-Y09",837,13169734,6.4
"2009","2009","Large Central Metro","1","45-54 years","45-54","Intentional self-harm","X60-X84",846,13033787,6.5
"2009","2009","Large Central Metro","1","45-54 years","45-54","Assault","X85-Y09",424,13033787,3.3
"2009","2009","Large Central Metro","1","55-64 years","55-64","Intentional self-harm","X60-X84",720,9778558,7.4
"2009","2009","Large Central Metro","1","55-64 years","55-64","Assault","X85-Y09",160,9778558,1.6
"2009","2009","Large Central Metro","1","65-74 years","65-74","Intentional self-harm","X60-X84",421,5552763,7.6
"2009","2009","Large Central Metro","1","65-74 years","65-74","Assault","X85-Y09",47,5552763,0.8
"2009","2009","Large Central Metro","1","75-84 years","75-84","Intentional self-harm","X60-X84",364,3480528,10.5
"2009","2009","Large Central Metro","1","75-84 years","75-84","Assault","X85-Y09",25,3480528,0.7
"2009","2009","Large Central Metro","1","85+ years","85+","Intentional self-harm","X60-X84",134,1481231,9
"2009","2009","Large Central Metro","1","85+ years","85+","Assault","X85-Y09",15,1481231,"Unreliable"
"2009","2009","Large Fringe Metro","2","1-4 years","1-4","Assault","X85-Y09",14,3958190,"Unreliable"
"2009","2009","Large Fringe Metro","2","5-14 years","5-14","Intentional self-harm","X60-X84",16,10544637,"Unreliable"
"2009","2009","Large Fringe Metro","2","5-14 years","5-14","Assault","X85-Y09",49,10544637,0.5
"2009","2009","Large Fringe Metro","2","15-24 years","15-24","Other external causes of accidental injury","W00-X59",18,9900923,"Unreliable"
"2009","2009","Large Fringe Metro","2","15-24 years","15-24","Intentional self-harm","X60-X84",389,9900923,3.9
"2009","2009","Large Fringe Metro","2","15-24 years","15-24","Assault","X85-Y09",633,9900923,6.4
"2009","2009","Large Fringe Metro","2","25-34 years","25-34","Other external causes of accidental injury","W00-X59",11,9396684,"Unreliable"
"2009","2009","Large Fringe Metro","2","25-34 years","25-34","Intentional self-harm","X60-X84",454,9396684,4.8
"2009","2009","Large Fringe Metro","2","25-34 years","25-34","Assault","X85-Y09",576,9396684,6.1
"2009","2009","Large Fringe Metro","2","35-44 years","35-44","Intentional self-harm","X60-X84",633,10861871,5.8
"2009","2009","Large Fringe Metro","2","35-44 years","35-44","Assault","X85-Y09",329,10861871,3
"2009","2009","Large Fringe Metro","2","45-54 years","45-54","Intentional self-harm","X60-X84",914,11760388,7.8
"2009","2009","Large Fringe Metro","2","45-54 years","45-54","Assault","X85-Y09",211,11760388,1.8
"2009","2009","Large Fringe Metro","2","55-64 years","55-64","Intentional self-harm","X60-X84",660,8782015,7.5
"2009","2009","Large Fringe Metro","2","55-64 years","55-64","Assault","X85-Y09",114,8782015,1.3
"2009","2009","Large Fringe Metro","2","65-74 years","65-74","Intentional self-harm","X60-X84",383,5003016,7.7
"2009","2009","Large Fringe Metro","2","65-74 years","65-74","Assault","X85-Y09",48,5003016,1
"2009","2009","Large Fringe Metro","2","75-84 years","75-84","Intentional self-harm","X60-X84",278,3027127,9.2
"2009","2009","Large Fringe Metro","2","75-84 years","75-84","Assault","X85-Y09",25,3027127,0.8
"2009","2009","Large Fringe Metro","2","85+ years","85+","Intentional self-harm","X60-X84",132,1266596,10.4
"2009","2009","Medium Metro","3","5-14 years","5-14","Intentional self-harm","X60-X84",14,8585247,"Unreliable"
"2009","2009","Medium Metro","3","5-14 years","5-14","Assault","X85-Y09",33,8585247,0.4
"2009","2009","Medium Metro","3","15-24 years","15-24","Other external causes of accidental injury","W00-X59",32,9406808,0.3
"2009","2009","Medium Metro","3","15-24 years","15-24","Intentional self-harm","X60-X84",437,9406808,4.6
"2009","2009","Medium Metro","3","15-24 years","15-24","Assault","X85-Y09",735,9406808,7.8
"2009","2009","Medium Metro","3","25-34 years","25-34","Other external causes of accidental injury","W00-X59",31,8238369,0.4
"2009","2009","Medium Metro","3","25-34 years","25-34","Intentional self-harm","X60-X84",588,8238369,7.1
"2009","2009","Medium Metro","3","25-34 years","25-34","Assault","X85-Y09",632,8238369,7.7
"2009","2009","Medium Metro","3","35-44 years","35-44","Other external causes of accidental injury","W00-X59",16,8293487,"Unreliable"
"2009","2009","Medium Metro","3","35-44 years","35-44","Intentional self-harm","X60-X84",589,8293487,7.1
"2009","2009","Medium Metro","3","35-44 years","35-44","Assault","X85-Y09",342,8293487,4.1
"2009","2009","Medium Metro","3","45-54 years","45-54","Other external causes of accidental injury","W00-X59",16,9175880,"Unreliable"
"2009","2009","Medium Metro","3","45-54 years","45-54","Intentional self-harm","X60-X84",834,9175880,9.1
"2009","2009","Medium Metro","3","45-54 years","45-54","Assault","X85-Y09",240,9175880,2.6
"2009","2009","Medium Metro","3","55-64 years","55-64","Other external causes of accidental injury","W00-X59",16,7443398,"Unreliable"
"2009","2009","Medium Metro","3","55-64 years","55-64","Intentional self-harm","X60-X84",715,7443398,9.6
"2009","2009","Medium Metro","3","55-64 years","55-64","Assault","X85-Y09",100,7443398,1.3
"2009","2009","Medium Metro","3","65-74 years","65-74","Other external causes of accidental injury","W00-X59",12,4532339,"Unreliable"
"2009","2009","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",432,4532339,9.5
"2009","2009","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",46,4532339,1
"2009","2009","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",359,2807897,12.8
"2009","2009","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",22,2807897,0.8
"2009","2009","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",142,1141349,12.4
"2009","2009","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",17,4466449,"Unreliable"
"2009","2009","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",270,4466449,6
"2009","2009","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",219,4466449,4.9
"2009","2009","Small Metro","4","25-34 years","25-34","Other external causes of accidental injury","W00-X59",11,3559415,"Unreliable"
"2009","2009","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",285,3559415,8
"2009","2009","Small Metro","4","25-34 years","25-34","Assault","X85-Y09",192,3559415,5.4
"2009","2009","Small Metro","4","35-44 years","35-44","Other external causes of accidental injury","W00-X59",11,3495597,"Unreliable"
"2009","2009","Small Metro","4","35-44 years","35-44","Intentional self-harm","X60-X84",354,3495597,10.1
"2009","2009","Small Metro","4","35-44 years","35-44","Assault","X85-Y09",121,3495597,3.5
"2009","2009","Small Metro","4","45-54 years","45-54","Other external causes of accidental injury","W00-X59",11,4024882,"Unreliable"
"2009","2009","Small Metro","4","45-54 years","45-54","Intentional self-harm","X60-X84",452,4024882,11.2
"2009","2009","Small Metro","4","45-54 years","45-54","Assault","X85-Y09",92,4024882,2.3
"2009","2009","Small Metro","4","55-64 years","55-64","Other external causes of accidental injury","W00-X59",10,3393523,"Unreliable"
"2009","2009","Small Metro","4","55-64 years","55-64","Intentional self-harm","X60-X84",368,3393523,10.8
"2009","2009","Small Metro","4","55-64 years","55-64","Assault","X85-Y09",50,3393523,1.5
"2009","2009","Small Metro","4","65-74 years","65-74","Intentional self-harm","X60-X84",277,2156932,12.8
"2009","2009","Small Metro","4","65-74 years","65-74","Assault","X85-Y09",23,2156932,1.1
"2009","2009","Small Metro","4","75-84 years","75-84","Intentional self-harm","X60-X84",186,1325033,14
"2009","2009","Small Metro","4","75-84 years","75-84","Assault","X85-Y09",15,1325033,"Unreliable"
"2009","2009","Small Metro","4","85+ years","85+","Intentional self-harm","X60-X84",66,527559,12.5
"2009","2009","Micropolitan (Nonmetro)","5","5-14 years","5-14","Assault","X85-Y09",10,3491661,"Unreliable"
"2009","2009","Micropolitan (Nonmetro)","5","15-24 years","15-24","Other external causes of accidental injury","W00-X59",25,3881225,0.6
"2009","2009","Micropolitan (Nonmetro)","5","15-24 years","15-24","Intentional self-harm","X60-X84",278,3881225,7.2
"2009","2009","Micropolitan (Nonmetro)","5","15-24 years","15-24","Assault","X85-Y09",146,3881225,3.8
"2009","2009","Micropolitan (Nonmetro)","5","25-34 years","25-34","Other external causes of accidental injury","W00-X59",14,3184845,"Unreliable"
"2009","2009","Micropolitan (Nonmetro)","5","25-34 years","25-34","Intentional self-harm","X60-X84",268,3184845,8.4
"2009","2009","Micropolitan (Nonmetro)","5","25-34 years","25-34","Assault","X85-Y09",190,3184845,6
"2009","2009","Micropolitan (Nonmetro)","5","35-44 years","35-44","Other external causes of accidental injury","W00-X59",15,3346139,"Unreliable"
"2009","2009","Micropolitan (Nonmetro)","5","35-44 years","35-44","Intentional self-harm","X60-X84",352,3346139,10.5
"2009","2009","Micropolitan (Nonmetro)","5","35-44 years","35-44","Assault","X85-Y09",140,3346139,4.2
"2009","2009","Micropolitan (Nonmetro)","5","45-54 years","45-54","Other external causes of accidental injury","W00-X59",10,3976278,"Unreliable"
"2009","2009","Micropolitan (Nonmetro)","5","45-54 years","45-54","Intentional self-harm","X60-X84",482,3976278,12.1
"2009","2009","Micropolitan (Nonmetro)","5","45-54 years","45-54","Assault","X85-Y09",108,3976278,2.7
"2009","2009","Micropolitan (Nonmetro)","5","55-64 years","55-64","Other external causes of accidental injury","W00-X59",17,3417480,"Unreliable"
"2009","2009","Micropolitan (Nonmetro)","5","55-64 years","55-64","Intentional self-harm","X60-X84",403,3417480,11.8
"2009","2009","Micropolitan (Nonmetro)","5","55-64 years","55-64","Assault","X85-Y09",44,3417480,1.3
"2009","2009","Micropolitan (Nonmetro)","5","65-74 years","65-74","Intentional self-harm","X60-X84",262,2194988,11.9
"2009","2009","Micropolitan (Nonmetro)","5","65-74 years","65-74","Assault","X85-Y09",24,2194988,1.1
"2009","2009","Micropolitan (Nonmetro)","5","75-84 years","75-84","Intentional self-harm","X60-X84",206,1322803,15.6
"2009","2009","Micropolitan (Nonmetro)","5","75-84 years","75-84","Assault","X85-Y09",18,1322803,"Unreliable"
"2009","2009","Micropolitan (Nonmetro)","5","85+ years","85+","Intentional self-harm","X60-X84",90,534013,16.9
"2009","2009","NonCore (Nonmetro)","6","15-24 years","15-24","Other external causes of accidental injury","W00-X59",19,2350166,"Unreliable"
"2009","2009","NonCore (Nonmetro)","6","15-24 years","15-24","Intentional self-harm","X60-X84",209,2350166,8.9
"2009","2009","NonCore (Nonmetro)","6","15-24 years","15-24","Assault","X85-Y09",110,2350166,4.7
"2009","2009","NonCore (Nonmetro)","6","25-34 years","25-34","Other external causes of accidental injury","W00-X59",11,2088413,"Unreliable"
"2009","2009","NonCore (Nonmetro)","6","25-34 years","25-34","Intentional self-harm","X60-X84",236,2088413,11.3
"2009","2009","NonCore (Nonmetro)","6","25-34 years","25-34","Assault","X85-Y09",144,2088413,6.9
"2009","2009","NonCore (Nonmetro)","6","35-44 years","35-44","Other external causes of accidental injury","W00-X59",16,2320983,"Unreliable"
"2009","2009","NonCore (Nonmetro)","6","35-44 years","35-44","Intentional self-harm","X60-X84",331,2320983,14.3
"2009","2009","NonCore (Nonmetro)","6","35-44 years","35-44","Assault","X85-Y09",100,2320983,4.3
"2009","2009","NonCore (Nonmetro)","6","45-54 years","45-54","Intentional self-harm","X60-X84",447,2895873,15.4
"2009","2009","NonCore (Nonmetro)","6","45-54 years","45-54","Assault","X85-Y09",77,2895873,2.7
"2009","2009","NonCore (Nonmetro)","6","55-64 years","55-64","Intentional self-harm","X60-X84",325,2590626,12.5
"2009","2009","NonCore (Nonmetro)","6","55-64 years","55-64","Assault","X85-Y09",52,2590626,2
"2009","2009","NonCore (Nonmetro)","6","65-74 years","65-74","Other external causes of accidental injury","W00-X59",12,1793061,"Unreliable"
"2009","2009","NonCore (Nonmetro)","6","65-74 years","65-74","Intentional self-harm","X60-X84",260,1793061,14.5
"2009","2009","NonCore (Nonmetro)","6","65-74 years","65-74","Assault","X85-Y09",27,1793061,1.5
"2009","2009","NonCore (Nonmetro)","6","75-84 years","75-84","Intentional self-harm","X60-X84",198,1059387,18.7
"2009","2009","NonCore (Nonmetro)","6","85+ years","85+","Intentional self-harm","X60-X84",58,416553,13.9
"2010","2010","Large Central Metro","1","1-4 years","1-4","Assault","X85-Y09",14,5060799,"Unreliable"
"2010","2010","Large Central Metro","1","5-14 years","5-14","Intentional self-harm","X60-X84",22,12221492,0.2
"2010","2010","Large Central Metro","1","5-14 years","5-14","Assault","X85-Y09",67,12221492,0.5
"2010","2010","Large Central Metro","1","15-24 years","15-24","Other external causes of accidental injury","W00-X59",25,13643751,0.2
"2010","2010","Large Central Metro","1","15-24 years","15-24","Intentional self-harm","X60-X84",436,13643751,3.2
"2010","2010","Large Central Metro","1","15-24 years","15-24","Assault","X85-Y09",2101,13643751,15.4
"2010","2010","Large Central Metro","1","25-34 years","25-34","Other external causes of accidental injury","W00-X59",18,14348245,"Unreliable"
"2010","2010","Large Central Metro","1","25-34 years","25-34","Intentional self-harm","X60-X84",599,14348245,4.2
"2010","2010","Large Central Metro","1","25-34 years","25-34","Assault","X85-Y09",1689,14348245,11.8
"2010","2010","Large Central Metro","1","35-44 years","35-44","Other external causes of accidental injury","W00-X59",16,13104277,"Unreliable"
"2010","2010","Large Central Metro","1","35-44 years","35-44","Intentional self-harm","X60-X84",606,13104277,4.6
"2010","2010","Large Central Metro","1","35-44 years","35-44","Assault","X85-Y09",719,13104277,5.5
"2010","2010","Large Central Metro","1","45-54 years","45-54","Other external causes of accidental injury","W00-X59",13,13097003,"Unreliable"
"2010","2010","Large Central Metro","1","45-54 years","45-54","Intentional self-harm","X60-X84",825,13097003,6.3
"2010","2010","Large Central Metro","1","45-54 years","45-54","Assault","X85-Y09",406,13097003,3.1
"2010","2010","Large Central Metro","1","55-64 years","55-64","Intentional self-harm","X60-X84",695,10093449,6.9
"2010","2010","Large Central Metro","1","55-64 years","55-64","Assault","X85-Y09",198,10093449,2
"2010","2010","Large Central Metro","1","65-74 years","65-74","Intentional self-harm","X60-X84",408,5677211,7.2
"2010","2010","Large Central Metro","1","65-74 years","65-74","Assault","X85-Y09",56,5677211,1
"2010","2010","Large Central Metro","1","75-84 years","75-84","Intentional self-harm","X60-X84",315,3477059,9.1
"2010","2010","Large Central Metro","1","75-84 years","75-84","Assault","X85-Y09",23,3477059,0.7
"2010","2010","Large Central Metro","1","85+ years","85+","Intentional self-harm","X60-X84",149,1515909,9.8
"2010","2010","Large Central Metro","1","85+ years","85+","Assault","X85-Y09",17,1515909,"Unreliable"
"2010","2010","Large Fringe Metro","2","1-4 years","1-4","Assault","X85-Y09",11,3957459,"Unreliable"
"2010","2010","Large Fringe Metro","2","5-14 years","5-14","Intentional self-harm","X60-X84",15,10593541,"Unreliable"
"2010","2010","Large Fringe Metro","2","5-14 years","5-14","Assault","X85-Y09",33,10593541,0.3
"2010","2010","Large Fringe Metro","2","15-24 years","15-24","Other external causes of accidental injury","W00-X59",18,9931470,"Unreliable"
"2010","2010","Large Fringe Metro","2","15-24 years","15-24","Intentional self-harm","X60-X84",412,9931470,4.1
"2010","2010","Large Fringe Metro","2","15-24 years","15-24","Assault","X85-Y09",625,9931470,6.3
"2010","2010","Large Fringe Metro","2","25-34 years","25-34","Other external causes of accidental injury","W00-X59",18,9467249,"Unreliable"
"2010","2010","Large Fringe Metro","2","25-34 years","25-34","Intentional self-harm","X60-X84",495,9467249,5.2
"2010","2010","Large Fringe Metro","2","25-34 years","25-34","Assault","X85-Y09",525,9467249,5.5
"2010","2010","Large Fringe Metro","2","35-44 years","35-44","Other external causes of accidental injury","W00-X59",17,10716639,"Unreliable"
"2010","2010","Large Fringe Metro","2","35-44 years","35-44","Intentional self-harm","X60-X84",611,10716639,5.7
"2010","2010","Large Fringe Metro","2","35-44 years","35-44","Assault","X85-Y09",299,10716639,2.8
"2010","2010","Large Fringe Metro","2","45-54 years","45-54","Other external causes of accidental injury","W00-X59",12,11849351,"Unreliable"
"2010","2010","Large Fringe Metro","2","45-54 years","45-54","Intentional self-harm","X60-X84",996,11849351,8.4
"2010","2010","Large Fringe Metro","2","45-54 years","45-54","Assault","X85-Y09",207,11849351,1.7
"2010","2010","Large Fringe Metro","2","55-64 years","55-64","Intentional self-harm","X60-X84",707,9078678,7.8
"2010","2010","Large Fringe Metro","2","55-64 years","55-64","Assault","X85-Y09",87,9078678,1
"2010","2010","Large Fringe Metro","2","65-74 years","65-74","Intentional self-harm","X60-X84",442,5146156,8.6
"2010","2010","Large Fringe Metro","2","65-74 years","65-74","Assault","X85-Y09",41,5146156,0.8
"2010","2010","Large Fringe Metro","2","75-84 years","75-84","Intentional self-harm","X60-X84",316,3042052,10.4
"2010","2010","Large Fringe Metro","2","85+ years","85+","Intentional self-harm","X60-X84",128,1296605,9.9
"2010","2010","Medium Metro","3","1-4 years","1-4","Assault","X85-Y09",11,3438152,"Unreliable"
"2010","2010","Medium Metro","3","5-14 years","5-14","Other external causes of accidental injury","W00-X59",10,8642148,"Unreliable"
"2010","2010","Medium Metro","3","5-14 years","5-14","Intentional self-harm","X60-X84",17,8642148,"Unreliable"
"2010","2010","Medium Metro","3","5-14 years","5-14","Assault","X85-Y09",35,8642148,0.4
"2010","2010","Medium Metro","3","15-24 years","15-24","Other external causes of accidental injury","W00-X59",37,9415927,0.4
"2010","2010","Medium Metro","3","15-24 years","15-24","Intentional self-harm","X60-X84",470,9415927,5
"2010","2010","Medium Metro","3","15-24 years","15-24","Assault","X85-Y09",728,9415927,7.7
"2010","2010","Medium Metro","3","25-34 years","25-34","Other external causes of accidental injury","W00-X59",37,8334503,0.4
"2010","2010","Medium Metro","3","25-34 years","25-34","Intentional self-harm","X60-X84",598,8334503,7.2
"2010","2010","Medium Metro","3","25-34 years","25-34","Assault","X85-Y09",614,8334503,7.4
"2010","2010","Medium Metro","3","35-44 years","35-44","Other external causes of accidental injury","W00-X59",18,8213222,"Unreliable"
"2010","2010","Medium Metro","3","35-44 years","35-44","Intentional self-harm","X60-X84",654,8213222,8
"2010","2010","Medium Metro","3","35-44 years","35-44","Assault","X85-Y09",339,8213222,4.1
"2010","2010","Medium Metro","3","45-54 years","45-54","Other external causes of accidental injury","W00-X59",22,9193236,0.2
"2010","2010","Medium Metro","3","45-54 years","45-54","Intentional self-harm","X60-X84",879,9193236,9.6
"2010","2010","Medium Metro","3","45-54 years","45-54","Assault","X85-Y09",207,9193236,2.3
"2010","2010","Medium Metro","3","55-64 years","55-64","Other external causes of accidental injury","W00-X59",12,7670329,"Unreliable"
"2010","2010","Medium Metro","3","55-64 years","55-64","Intentional self-harm","X60-X84",783,7670329,10.2
"2010","2010","Medium Metro","3","55-64 years","55-64","Assault","X85-Y09",94,7670329,1.2
"2010","2010","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",438,4638038,9.4
"2010","2010","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",38,4638038,0.8
"2010","2010","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",344,2818836,12.2
"2010","2010","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",21,2818836,0.7
"2010","2010","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",163,1171245,13.9
"2010","2010","Small Metro","4","5-14 years","5-14","Assault","X85-Y09",11,3642152,"Unreliable"
"2010","2010","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",26,4451472,0.6
